"Offence Id","Date Reported","Date Occured","Time Occured","Location","No: of Victims","Shift of the victim","Day Occured","Loc Type","Crime Type","Neighbourhood","NPU","X-Co-ordinate","Y-Co-ordinate"
173631667,"12/29/2017","12/29/2017","16:30:00","1750 FRIAR TUCK RD NE",1,"Eve","Fri",20,"ROBBERY-RESIDENCE","Sherwood Forest","E",-84.38102,33.80242
173631697,"12/29/2017","12/29/2017","16:30:00","590 CASCADE AVE SW @KROGER - CASCADE",1,"Eve","Fri",12,"LARCENY-NON VEHICLE","West End","T",-84.43276,33.73812
173631751,"12/29/2017","12/29/2017","00:00:00","1111 HILBURN DR SE",2,"Unk","Fri",20,"BURGLARY-RESIDENCE","East Atlanta","W",-84.32687,33.72524
173631791,"12/29/2017","12/28/2017","18:00:00","3400 LENOX RD NE",1,"Eve","Thu",NA,"LARCENY-NON VEHICLE","Lenox","B",-84.35965,33.84696
173631859,"12/29/2017","12/29/2017","18:04:00","1177 CONSTITUTION RD SE",1,"Eve","Fri",NA,"LARCENY-FROM VEHICLE","Leila Valley","Z",-84.35166,33.69298
173631871,"12/29/2017","12/29/2017","10:00:00","765 MCDANIEL ST SW",1,"Day","Fri",20,"BURGLARY-RESIDENCE","Pittsburgh","V",-84.40177,33.73396
173631883,"12/29/2017","12/28/2017","23:00:00","34 E ANDREWS DR NW",1,"Morn","Fri",13,"AUTO THEFT","South Tuxedo Park","B",-84.38039,33.8433
173631933,"12/29/2017","12/29/2017","16:30:00","1317 LOGAN CIR NW",4,"Eve","Fri",18,"LARCENY-FROM VEHICLE","Underwood Hills","D",-84.43058,33.80539
173631947,"12/29/2017","12/29/2017","17:10:00","2323 DEFOOR HILLS RD NW",1,"Eve","Fri",NA,"LARCENY-FROM VEHICLE","Underwood Hills","D",-84.43461,33.81838
173632013,"12/29/2017","12/29/2017","17:15:00","207 PEACHTREE CENTER AVE NE",1,"Eve","Fri",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.38604,33.76097
173632085,"12/29/2017","12/29/2017","17:50:00","1784 PEACHTREE RD NE",1,"Eve","Fri",NA,"LARCENY-FROM VEHICLE",NA,"E",-84.39389,33.80671
173632107,"12/29/2017","12/29/2017","19:57:00","386 NORTH AVE NE",1,"Eve","Fri",NA,"ROBBERY-PEDESTRIAN","Old Fourth Ward","M",-84.37445,33.77154
173632144,"12/29/2017","12/23/2017","19:30:00","954 N ORMEWOOD PARK DR SE",1,"Eve","Sat",20,"BURGLARY-RESIDENCE","Ormewood Park","W",-84.35608,33.74333
173632230,"12/29/2017","12/29/2017","13:53:00","2020 PEACHTREE RD NW",1,"Eve","Fri",NA,"LARCENY-NON VEHICLE",NA,"E",-84.39361,33.80991
173632273,"12/29/2017","12/29/2017","21:33:00","4440 CELEBRATION DR SW",1,"Eve","Fri",20,"ROBBERY-PEDESTRIAN","Midwest Cascade","Q",-84.52627,33.72428
173632453,"12/29/2017","12/29/2017","07:00:00","1197 JOSEPH E BOONE BLVD NW",1,"Day","Fri",26,"LARCENY-NON VEHICLE","Bankhead","K",-84.42678,33.7636
173632464,"12/29/2017","12/29/2017","23:00:00","1400 DONALD LEE HOLLOWELL PKWY NW",1,"Morn","Fri",NA,"AUTO THEFT","Bankhead","K",-84.43359,33.77125
173632502,"12/29/2017","12/29/2017","20:30:00","470 FLAT SHOALS AVE SE",1,"Eve","Fri",18,"LARCENY-FROM VEHICLE","East Atlanta","W",-84.34622,33.74128
173632507,"12/29/2017","12/29/2017","20:00:00","1199 HOLLY ST NW",1,"Eve","Fri",13,"LARCENY-FROM VEHICLE","Home Park","E",-84.39569,33.78749
173632518,"12/29/2017","12/29/2017","22:27:00","140 PINE ST NE",1,"Eve","Fri",NA,"LARCENY-NON VEHICLE","Downtown","M",-84.38297,33.7678
173632527,"12/29/2017","12/29/2017","10:20:00","334 TANNER ST SE",2,"Day","Fri",13,"LARCENY-FROM VEHICLE","Sweet Auburn","M",-84.37642,33.75375
173638088,"12/29/2017","12/28/2017","07:00:00","12700 SPINE RD",1,"Unk","Fri",1,"LARCENY-NON VEHICLE",NA,NA,-84.42489,33.64068
173632326,"12/29/2017","12/29/2017","21:25:00","3620 CAMP CREEK PKWY SW",1,"Eve","Fri",18,"LARCENY-FROM VEHICLE","Princeton Lakes","P",-84.50738,33.65427
173620030,"12/28/2017","12/27/2017","20:00:00","31 BAKER ST NW",1,"Eve","Wed",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.38867,33.76257
173620033,"12/28/2017","12/28/2017","00:20:00","2069 JOSEPH E BOONE BLVD NW",1,"Morn","Thu",20,"AGG ASSAULT","Grove Park","J",-84.45561,33.7637
173620049,"12/28/2017","12/27/2017","21:45:00","396 CHAMBERLAIN ST SE",3,"Morn","Wed",13,"LARCENY-FROM VEHICLE","Sweet Auburn","M",-84.37536,33.75392
173620153,"12/28/2017","12/28/2017","01:15:00","340 GLENN ST SW",1,"Morn","Thu",20,"AGG ASSAULT","Mechanicsville","V",-84.39901,33.73798
173620226,"12/28/2017","12/27/2017","22:30:00","9 HILLIARD ST NE",2,"Morn","Thu",18,"LARCENY-FROM VEHICLE","Sweet Auburn","M",-84.37649,33.7547
173620247,"12/28/2017","12/28/2017","02:00:00","55 BRADLEY ST SE",1,"Morn","Thu",18,"AUTO THEFT","Old Fourth Ward","M",-84.36894,33.75254
173620349,"12/28/2017","12/28/2017","03:40:00","1192 PRYOR ST SW",1,"Morn","Thu",7,"LARCENY-NON VEHICLE","Peoplestown","V",-84.3928,33.72287
173620487,"12/28/2017","12/27/2017","20:00:00","1293 ALLENE AVE SW",1,"Morn","Thu",20,"AUTO THEFT","Capitol View","X",-84.41313,33.71952
173620488,"12/28/2017","12/28/2017","02:45:00","263 N COLONIAL HOMES CIR NW",1,"Morn","Thu",18,"LARCENY-FROM VEHICLE","Colonial Homes","C",-84.39667,33.81548
173620568,"12/28/2017","12/27/2017","21:00:00","938 CUMBERLAND RD NE",1,"Morn","Thu",13,"LARCENY-FROM VEHICLE","Morningside/Lenox Park","F",-84.35642,33.79588
173620623,"12/28/2017","12/28/2017","08:14:00","80 JESSE HILL JR DR NE",1,"Day","Thu",28,"LARCENY-NON VEHICLE","Downtown","M",-84.38034,33.75657
173620640,"12/28/2017","12/27/2017","17:00:00","21 MUSCOGEE AVE NW",1,"Morn","Thu",20,"LARCENY-FROM VEHICLE","Peachtree Heights West","B",-84.38821,33.82487
173620658,"12/28/2017","12/28/2017","01:00:00","369 S BEND AVE SE",1,"Morn","Thu",20,"BURGLARY-RESIDENCE","Lakewood Heights","Y",-84.37647,33.70482
173620668,"12/28/2017","12/27/2017","21:00:00","2145 HOSEA L WILLIAMS DR SE",1,"Morn","Thu",13,"AUTO THEFT","Kirkwood","O",-84.31747,33.75104
173620746,"12/28/2017","12/27/2017","17:00:00","1190 LOGAN CIR NW",1,"Morn","Thu",18,"LARCENY-FROM VEHICLE","Underwood Hills","D",-84.43004,33.80658
173620766,"12/28/2017","12/27/2017","19:30:00","1170 CUSTER AVE SE",1,"Morn","Thu",23,"BURGLARY-NONRES","Custer/McDonough/Guice","W",-84.35063,33.7157
173620783,"12/28/2017","12/25/2017","00:00:00","1353 ARKWRIGHT PL SE",1,"Morn","Mon",20,"LARCENY-NON VEHICLE","Edgewood","O",-84.34337,33.74873
173620793,"12/28/2017","12/26/2017","23:00:00","75 26TH ST NW",1,"Morn","Wed",13,"AUTO THEFT","Brookwood","E",-84.39621,33.8023
173620801,"12/28/2017","12/28/2017","09:30:00","3862 NARRON DR SW",1,"Day","Thu",20,"AUTO THEFT","Deerwood","P",-84.51143,33.67652
173620872,"12/28/2017","12/28/2017","10:00:00","102 OLLIE ST NW @WASHINGTON PARK",1,"Day","Thu",31,"LARCENY-FROM VEHICLE","Washington Park","K",-84.4214,33.75735
173620891,"12/28/2017","12/28/2017","09:00:00","1000 NEW TOWN CIR SE",1,"Day","Thu",26,"LARCENY-FROM VEHICLE","Thomasville Heights","Z",-84.36005,33.70764
173620914,"12/28/2017","12/27/2017","20:00:00","1845 PIEDMONT AVE NE",1,"Morn","Thu",18,"LARCENY-FROM VEHICLE","Morningside/Lenox Park","F",-84.36626,33.80622
173620939,"12/28/2017","12/23/2017","20:00:00","584 FRASER ST SE",1,"Unk","Unk",NA,"LARCENY-NON VEHICLE","Summerhill","V",-84.38613,33.73829
173620955,"12/28/2017","12/28/2017","07:00:00","459 FAIRLANE CIR NW",1,"Day","Thu",20,"AUTO THEFT","Fairburn Heights","H",-84.50101,33.76729
173620958,"12/28/2017","12/28/2017","11:00:00","835 MARTIN L KING JR DR NW",1,"Day","Thu",8,"LARCENY-NON VEHICLE","Vine City","L",-84.41457,33.75504
173620971,"12/28/2017","12/27/2017","23:45:00","124 SELMAN ST SE",1,"Morn","Thu",13,"LARCENY-FROM VEHICLE","Reynoldstown","N",-84.35814,33.75054
173621066,"12/28/2017","12/27/2017","18:00:00","NORTHSIDE CIR NW",1,"Eve","Wed",26,"RAPE","Loring Heights","E",0,0
173621072,"12/28/2017","12/28/2017","12:00:00","329 14TH ST NW",1,"Day","Thu",99,"LARCENY-FROM VEHICLE","Home Park","E",-84.39797,33.78635
173621142,"12/28/2017","12/28/2017","11:30:00","441 16TH ST NW @IKEA",2,"Day","Thu",18,"LARCENY-FROM VEHICLE","Atlantic Station","E",-84.40468,33.78874
173621235,"12/28/2017","12/27/2017","12:00:00","31 BAKER ST NW",1,"Unk","Thu",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.38867,33.76257
173621241,"12/28/2017","12/28/2017","13:15:00","1454 BEATIE AVE SW",2,"Day","Thu",13,"AGG ASSAULT","Capitol View","X",-84.41066,33.71516
173621269,"12/28/2017","12/23/2017","14:00:00","1201 WESTVIEW DR SW",1,"Unk","Unk",20,"BURGLARY-RESIDENCE","Ashview Heights","T",-84.42692,33.74749
173621294,"12/28/2017","12/28/2017","14:15:00","3330 MARTIN L. KING JR DR SW",1,"Day","Thu",23,"LARCENY-FROM VEHICLE","Adamsville","H",-84.49736,33.75392
173621310,"12/28/2017","12/28/2017","13:50:00","138 HYACINTH AVE NW",2,"Day","Thu",13,"ROBBERY-PEDESTRIAN","Dixie Hills","J",-84.46134,33.75817
173621353,"12/28/2017","12/28/2017","14:15:00","2840 MARTIN LUTHER KING JR DR SW",1,"Eve","Thu",14,"ROBBERY-PEDESTRIAN","Harland Terrace","I",-84.48055,33.7538
173621406,"12/28/2017","12/28/2017","14:25:00","170 CLEVELAND AVE SW",1,"Day","Thu",24,"LARCENY-NON VEHICLE","Glenrose Heights","Z",-84.39451,33.68072
173621428,"12/28/2017","12/28/2017","14:30:00","1494 NISKEY LAKE TRL SW",1,"Eve","Thu",20,"LARCENY-FROM VEHICLE","Niskey Lake","P",-84.5304,33.71485
173621439,"12/28/2017","12/24/2017","23:00:00","215 PIEDMONT AVE NE @LANDMARK APTS",1,"Unk","Unk",99,"LARCENY-NON VEHICLE","Downtown","M",-84.38127,33.76035
173621452,"12/28/2017","12/28/2017","15:10:00","2539 HOOD AVE NW",1,"Eve","Thu",20,"BURGLARY-RESIDENCE","Center Hill","J",-84.47045,33.77229
173621456,"12/28/2017","12/28/2017","08:00:00","2315 GLENWOOD AVE SE",1,"Day","Thu",23,"LARCENY-FROM VEHICLE","East Lake","O",-84.31149,33.73984
173621524,"12/28/2017","12/28/2017","15:30:00","921 RALPH D ABERNATHY BLVD SW",1,"Eve","Thu",2,"LARCENY-FROM VEHICLE","West End","T",-84.41811,33.73807
173621542,"12/28/2017","12/28/2017","15:30:00","1341 COLLIER RD NW",1,"Eve","Thu",18,"AUTO THEFT","Underwood Hills","D",-84.43164,33.81154
173621601,"12/28/2017","03/31/2017","23:58:00","2050 LIDDELL DR NE @FUTOS;",1,"Morn","Sat",99,"AUTO THEFT","Morningside/Lenox Park","F",-84.36161,33.81056
173621665,"12/28/2017","12/28/2017","16:35:00","3393 PEACHTREE RD NE @MACYS DEPARTMENT STORE",1,"Eve","Thu",8,"LARCENY-NON VEHICLE","Lenox","B",-84.36212,33.84676
173621673,"12/28/2017","12/27/2017","16:30:00","49 BOULEVARD SE",1,"Unk","Thu",18,"LARCENY-FROM VEHICLE","Sweet Auburn","M",-84.37186,33.75275
173621738,"12/28/2017","12/28/2017","14:00:00","961 CUMBERLAND RD NE",1,"Day","Thu",13,"LARCENY-FROM VEHICLE","Morningside/Lenox Park","F",-84.35562,33.79547
173621761,"12/28/2017","12/28/2017","17:15:00","1142 EUCLID AVE NE",1,"Eve","Thu",24,"LARCENY-NON VEHICLE","Inman Park","N",-84.35019,33.76476
173621762,"12/28/2017","12/28/2017","15:50:00","3535 PEACHTREE RD NE @TARGET - PEACHTREE",1,"Eve","Thu",24,"LARCENY-NON VEHICLE","Lenox","B",-84.3595,33.85182
173621783,"12/28/2017","10/25/2017","23:00:00","2115 MONROE DR NE",1,"Unk","Unk",19,"BURGLARY-NONRES","Piedmont Heights","F",-84.37274,33.81021
173621853,"12/28/2017","12/28/2017","18:06:00","25 COURTLAND ST SE",1,"Eve","Thu",1,"LARCENY-NON VEHICLE","Downtown","M",-84.3848,33.75411
173621906,"12/28/2017","12/28/2017","14:15:00","1426 HAWKINS ST NW",1,"Eve","Thu",2,"BURGLARY-RESIDENCE","Hunter Hills","K",-84.43451,33.76191
173621947,"12/28/2017","12/28/2017","17:30:00","1212 JAMES JACKSON PKWY NW",1,"Eve","Thu",20,"AUTO THEFT","Monroe Heights","G",-84.47416,33.79333
173621992,"12/28/2017","12/28/2017","18:00:00","239 PONCE DE LEON AVE NE",1,"Eve","Thu",18,"AUTO THEFT","Midtown","E",-84.37952,33.7725
173621996,"12/28/2017","12/28/2017","19:00:00","2685 METROPOLITAN PKWY SW",1,"Eve","Thu",12,"LARCENY-NON VEHICLE","Perkerson","X",-84.40902,33.68274
173622021,"12/28/2017","12/28/2017","16:30:00","480 JOHN WESLEY DOBBS AVE NE",1,"Eve","Thu",18,"LARCENY-FROM VEHICLE","Old Fourth Ward","M",-84.37151,33.75942
173622022,"12/28/2017","12/28/2017","19:30:00","1801 HOWELL MILL RD NW",1,"Eve","Thu",24,"LARCENY-NON VEHICLE","Berkeley Park","D",-84.41278,33.80388
173622026,"12/28/2017","12/23/2017","08:00:00","299 N HIGHLAND AVE NE",1,"Unk","Unk",18,"LARCENY-NON VEHICLE","Inman Park","N",-84.35835,33.76267
173622044,"12/28/2017","12/28/2017","19:50:00","1192 PRYOR ST SW",1,"Eve","Thu",12,"LARCENY-NON VEHICLE","Peoplestown","V",-84.3928,33.72287
173622072,"12/28/2017","12/28/2017","18:30:00","500 10TH ST NE @BELTLINE BUSINESS",2,"Eve","Thu",NA,"LARCENY-FROM VEHICLE",NA,"E",-84.36922,33.78223
173622078,"12/28/2017","12/28/2017","15:00:00","938 BERNE ST SE",2,"Eve","Thu",20,"BURGLARY-RESIDENCE","Ormewood Park","W",-84.35671,33.73671
173622130,"12/28/2017","12/28/2017","20:59:00","195 FAIRBURN RD NW",1,"Eve","Thu",18,"AGG ASSAULT","Adamsville","H",-84.50433,33.76126
173622137,"12/28/2017","12/28/2017","19:40:00","232 BRADBERRY ST SW",1,"Eve","Thu",13,"LARCENY-FROM VEHICLE","Castleberry Hill","M",-84.40097,33.74861
173622181,"12/28/2017","12/28/2017","18:30:00","1959 METROPOLITAN PKWY SW",1,"Eve","Thu",18,"LARCENY-FROM VEHICLE","Sylvan Hills","X",-84.41018,33.7008
173622234,"12/28/2017","12/28/2017","19:30:00","410 MARIETTA ST NW",1,"Eve","Thu",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.39754,33.76375
173622242,"12/28/2017","12/28/2017","22:20:00","1275 CAROLINE ST NE @TARGET - CAROLINE",1,"Eve","Thu",8,"LARCENY-NON VEHICLE","Edgewood","O",-84.34619,33.75674
173622301,"12/28/2017","12/28/2017","23:10:00","1474 TALIA WOOD CIR NW",1,"Morn","Thu",20,"AUTO THEFT","Grove Park","J",-84.4354,33.76435
173622362,"12/28/2017","12/28/2017","15:00:00","2421 FAIRBURN RD SW",1,"Eve","Thu",20,"BURGLARY-RESIDENCE",NA,"P",-84.51185,33.68874
173612139,"12/28/2017","12/27/2017","17:00:00","961 AMSTERDAM AVE NE",2,"Eve","Wed",NA,"LARCENY-FROM VEHICLE","Virginia Highland","F",-84.35596,33.7875
173612140,"12/27/2017","12/27/2017","20:00:00","1356 ENGLISH ST NW",1,"Eve","Wed",18,"LARCENY-FROM VEHICLE","Blandtown","D",-84.42067,33.79331
173612162,"12/27/2017","12/27/2017","20:00:00","1356 ENGLISH ST NW",1,"Eve","Wed",18,"AUTO THEFT","Blandtown","D",-84.42071,33.79182
173612178,"12/27/2017","12/27/2017","23:00:00","3378 GREENBRIAR PKWY SW;",1,"Morn","Wed",26,"LARCENY-NON VEHICLE",NA,"P",-84.50204,33.68387
173612198,"12/27/2017","12/27/2017","23:39:00","3102 MARTIN L KING JR DR SW",1,"Morn","Wed",18,"AUTO THEFT",NA,"I",-84.48831,33.75103
173612235,"12/27/2017","12/27/2017","18:45:00","401 PEACHTREE HILLS CIR NE",1,"Eve","Wed",18,"LARCENY-FROM VEHICLE","Peachtree Hills","B",-84.37563,33.8201
173612248,"12/27/2017","12/27/2017","23:30:00","360 PHARR RD NE",3,"Morn","Wed",18,"LARCENY-FROM VEHICLE","Buckhead Village","B",-84.37574,33.83752
173591113,"12/27/2017","12/25/2017","19:45:00","1059 COLEMAN ST",1,"Eve","Mon",NA,"AGG ASSAULT","Pittsburgh","V",-84.4042,33.72597
173601207,"12/27/2017","12/22/2017","15:00:00","1598 BELMONT AVE SW",1,"Unk","Unk",20,"LARCENY-FROM VEHICLE","Capitol View","X",-84.40967,33.71141
173542266,"12/27/2017","12/20/2017","00:00:00","1756 CAHOON ST",1,"Unk","Unk",NA,"AUTO THEFT","Sylvan Hills","X",-84.41116,33.70847
173610085,"12/27/2017","12/26/2017","21:03:00","2171 PEACHTREE RD NE",1,"Eve","Tue",18,"LARCENY-FROM VEHICLE",NA,"E",-84.39228,33.81347
173610098,"12/27/2017","12/26/2017","21:20:00","1981 FLAT SHOALS RD SE",1,"Eve","Tue",18,"AUTO THEFT","East Atlanta","W",-84.32324,33.72602
173610301,"12/27/2017","12/27/2017","03:50:00","29 MORELAND AVE SE",1,"Morn","Wed",7,"ROBBERY-PEDESTRIAN","Reynoldstown","N",-84.34968,33.75276
173610323,"12/27/2017","12/27/2017","04:29:00","356 BOULEVARD NE",1,"Morn","Wed",23,"LARCENY-NON VEHICLE","Old Fourth Ward","M",-84.37206,33.76421
173610354,"12/27/2017","12/27/2017","05:00:00","2800 MARTIN L KING JR DR SW",1,"Morn","Wed",18,"AUTO THEFT","Harland Terrace","I",-84.4793,33.75431
173610435,"12/27/2017","12/26/2017","21:00:00","880 W PEACHTREE ST NW",1,"Morn","Wed",6,"LARCENY-NON VEHICLE","Midtown","E",-84.38768,33.77894
173610486,"12/27/2017","12/26/2017","07:00:00","180 PRYOR ST SW",2,"Day","Tue",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.39271,33.74919
173610618,"12/27/2017","12/24/2017","10:00:00","3795 TUXEDO RD NW",1,"Unk","Unk",20,"BURGLARY-RESIDENCE","Tuxedo Park","A",-84.39302,33.85834
173610672,"12/27/2017","12/27/2017","09:30:00","2331 BOLTON RD NW",1,"Day","Wed",23,"LARCENY-FROM VEHICLE","Bolton","D",-84.46179,33.81909
173610716,"12/27/2017","12/27/2017","09:30:00","199 CLEVELAND AVE",1,"Day","Wed",13,"ROBBERY-PEDESTRIAN","Glenrose Heights","Z",-84.39573,33.68012
173610754,"12/27/2017","12/26/2017","11:00:00","92 W PACES FERRY RD NW",1,"Unk","Tue",18,"LARCENY-FROM VEHICLE","Peachtree Heights West","B",-84.38409,33.83982
173610758,"12/27/2017","12/27/2017","09:25:00","2045 DONALD LEE HOLLOWELL PKWY",1,"Day","Wed",7,"LARCENY-NON VEHICLE","Grove Park","J",-84.45214,33.7774
173610769,"12/27/2017","12/26/2017","08:00:00","2454 POOLE RD SW",1,"Unk","Tue",20,"LARCENY-NON VEHICLE","Adams Park","R",-84.46803,33.71905
173610784,"12/27/2017","12/18/2017","12:00:00","910 LUCILE AVE SW",1,"Unk","Unk",13,"LARCENY-FROM VEHICLE","Harris Chiles","T",-84.41786,33.74212
173610806,"12/27/2017","12/25/2017","20:00:00","1296 MURPHY AVE SW",1,"Unk","Unk",18,"AUTO THEFT","Capitol View","X",-84.42301,33.71984
173610810,"12/27/2017","12/22/2017","16:00:00","2170 OLD GEORGIAN TER NW",1,"Unk","Unk",99,"LARCENY-NON VEHICLE","Whittier Mill Village","D",-84.47922,33.81445
173610903,"12/27/2017","12/27/2017","11:00:00","835 MARTIN L KING JR DR NW",1,"Day","Wed",8,"LARCENY-NON VEHICLE","Vine City","L",-84.41457,33.75504
173610944,"12/27/2017","12/26/2017","21:30:00","508 MAIN ST NE",1,"Morn","Wed",26,"LARCENY-FROM VEHICLE","Lindbergh/Morosgo","B",-84.37056,33.8227
173610951,"12/27/2017","12/27/2017","11:40:00","1242 GLENWOOD AVE SE",1,"Day","Wed",18,"LARCENY-FROM VEHICLE","East Atlanta","W",-84.34687,33.74036
173610953,"12/27/2017","12/23/2017","14:00:00","1219 WESTRIDGE RD SW",1,"Unk","Unk",NA,"BURGLARY-RESIDENCE","Venetian Hills","S",-84.44716,33.72196
173610971,"12/27/2017","12/27/2017","11:20:00","303 PARKWAY DR NE @GA BAPTIST",1,"Day","Wed",13,"AGG ASSAULT","Old Fourth Ward","M",-84.37405,33.76286
173610982,"12/27/2017","12/27/2017","12:10:00","1001 NORTHSIDE DR NW",2,"Day","Wed",23,"LARCENY-NON VEHICLE","Home Park","E",-84.40707,33.7819
173611025,"12/27/2017","12/23/2017","12:00:00","123 BROMACK DR SE",1,"Day","Sat",20,"BURGLARY-RESIDENCE","Browns Mill Park","Z",-84.38648,33.68876
173611133,"12/27/2017","12/26/2017","20:00:00","1700 STANTON RD SW",2,"Unk","Wed",NA,"AUTO THEFT",NA,"R",-84.44364,33.70907
173611142,"12/27/2017","12/24/2017","10:00:00","3200 STONE RD SW",1,"Unk","Unk",26,"BURGLARY-RESIDENCE","Greenbriar","R",-84.49403,33.6697
173611145,"12/27/2017","12/27/2017","12:00:00","2980 JONESBORO RD SE",2,"Day","Wed",20,"AGG ASSAULT","South River Gardens","Z",-84.37063,33.67386
173611160,"12/27/2017","12/27/2017","13:45:00","2200 CAMPBELLTON RD SW",1,"Day","Wed",7,"ROBBERY-COMMERCIAL","Campbellton Road","R",-84.46063,33.70504
173611161,"12/27/2017","12/26/2017","18:00:00","1377 MCLENDON AVE NE",1,"Unk","Wed",20,"BURGLARY-RESIDENCE","Candler Park","N",-84.34242,33.76468
173611186,"12/27/2017","12/21/2017","08:00:00","965 WASHINGTON PL SW",1,"Unk","Unk",20,"LARCENY-NON VEHICLE","Ashview Heights","T",-84.41919,33.75379
173611194,"12/27/2017","12/26/2017","15:52:00","782 PEACHTREE ST NE",1,"Eve","Tue",12,"LARCENY-NON VEHICLE","Midtown","E",-84.38505,33.77585
173611200,"12/27/2017","12/26/2017","21:00:00","1688 MALDO DR NW;",1,"Unk","Wed",20,"LARCENY-FROM VEHICLE","Lincoln Homes","G",-84.48108,33.80178
173611223,"12/27/2017","12/27/2017","11:00:00","3724 MARTIN L KING JR DR SW",1,"Day","Wed",18,"AUTO THEFT","Adamsville","H",-84.51087,33.7641
173611239,"12/27/2017","12/27/2017","14:00:00","2537 PIEDMONT RD NE",2,"Day","Wed",NA,"LARCENY-FROM VEHICLE","Lindbergh/Morosgo","B",-84.36328,33.82403
173611243,"12/27/2017","12/27/2017","14:50:00","849 EAST CONFEDERATE AVE SE",1,"Eve","Wed",20,"LARCENY-NON VEHICLE","Boulevard Heights","W",-84.3599,33.72671
173611249,"12/27/2017","12/26/2017","21:00:00","1316 ALLEGHENY STREET SW",1,"Morn","Wed",13,"LARCENY-FROM VEHICLE","West End","T",-84.43068,33.73482
173611261,"12/27/2017","12/27/2017","14:24:00","1523 LAKEWOOD AVE SE",1,"Day","Wed",20,"LARCENY-NON VEHICLE","South Atlanta","Y",-84.38086,33.71287
173611262,"12/27/2017","12/26/2017","17:00:00","3500 PEACHTREE RD NE @PHIPPS PLAZA",1,"Unk","Wed",7,"LARCENY-NON VEHICLE","North Buckhead","B",-84.36116,33.85252
173611278,"12/27/2017","12/27/2017","15:10:00","815 HOLLYWOOD RD NW",1,"Eve","Wed",13,"AGG ASSAULT","Grove Park","J",-84.45069,33.77747
173611301,"12/27/2017","12/24/2017","20:00:00","382 BASS ST SW",1,"Morn","Mon",20,"LARCENY-FROM VEHICLE","Mechanicsville","V",-84.40056,33.73545
173611304,"12/27/2017","12/26/2017","23:00:00","782 MAGNOLIA WAY NW",1,"Unk","Wed",26,"AUTO THEFT","Vine City","L",-84.41376,33.75804
173611311,"12/27/2017","12/27/2017","11:30:00","939 N GRAND AVE NW",1,"Day","Wed",20,"BURGLARY-RESIDENCE","Almond Park","G",-84.46204,33.78056
173611343,"12/27/2017","12/27/2017","12:25:00","720 DONALD LEE HOLLOWELL PKWY NW",1,"Day","Wed",23,"LARCENY-FROM VEHICLE","English Avenue","L",-84.41089,33.77276
173611372,"12/27/2017","12/27/2017","15:50:00","261 STAFFORD ST NW",1,"Eve","Wed",13,"ROBBERY-PEDESTRIAN","Hunter Hills","K",-84.42463,33.7622
173611373,"12/27/2017","12/27/2017","15:55:00","4490 DANFORTH RD SW",1,"Eve","Wed",20,"LARCENY-FROM VEHICLE","Midwest Cascade","Q",-84.53578,33.72507
173611392,"12/27/2017","12/27/2017","15:55:00","2610 METROPOLITAN PKWY SW",1,"Eve","Wed",7,"LARCENY-NON VEHICLE","Perkerson","X",-84.40734,33.68333
173611395,"12/27/2017","12/27/2017","15:30:00","3393 PEACHTREE RD NE @LENOX MALL",1,"Eve","Wed",8,"LARCENY-NON VEHICLE","Lenox","B",-84.36212,33.84676
173611456,"12/27/2017","12/27/2017","08:00:00","1665 JOHNSON RD NE",1,"Day","Wed",20,"AUTO THEFT","Morningside/Lenox Park","F",-84.34612,33.7989
173611477,"12/27/2017","12/27/2017","16:00:00","610 CASCADE AVE SW",1,"Eve","Wed",21,"LARCENY-NON VEHICLE","West End","T",-84.43447,33.73827
173611485,"12/27/2017","12/27/2017","16:30:00","236 CHILDS DR NW",1,"Eve","Wed",20,"AGG ASSAULT","Hunter Hills","K",-84.43682,33.76149
173611487,"12/27/2017","12/27/2017","08:30:00","17 BAKER ST NW",2,"Day","Wed",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.38819,33.76235
173611510,"12/27/2017","12/27/2017","15:00:00","2018 CONRAD AVE SE",1,"Eve","Wed",20,"BURGLARY-RESIDENCE","Lakewood Heights","Y",-84.38132,33.69905
173611545,"12/27/2017","08/21/2017","09:00:00","4266 ROSWELL RD NE",1,"Unk","Unk",26,"LARCENY-NON VEHICLE","East Chastain Park","B",-84.38135,33.87147
