"Offence Id","Date Reported","Date Occured","Time Occured","Location","No: of Victims","Shift of the victim","Day Occured","Loc Type","Crime Type","Neighbourhood","NPU","X-Co-ordinate","Y-Co-ordinate"
170470873,"02/16/2017","02/15/2017","18:00:00","1333 LOGAN CIR NW",1,"Morn","Thu",99,"LARCENY-NON VEHICLE","Underwood Hills","D",-84.43103,33.80539
170470886,"02/16/2017","02/15/2017","17:00:00","720 RALPH MCGILL BLVD NE",1,"Morn","Thu",NA,"BURGLARY-NONRES","Old Fourth Ward","M",-84.36428,33.76626
170470967,"02/16/2017","02/16/2017","01:00:00","3830 PRINCETON LAKES CT SW",1,"Morn","Thu",8,"BURGLARY-NONRES","Princeton Lakes","P",-84.51318,33.65666
170470999,"02/16/2017","02/15/2017","00:00:00","650 LYRIC WAY NW",2,"Morn","Wed",NA,"BURGLARY-RESIDENCE","Collier Heights","I",-84.47748,33.77304
170471026,"02/16/2017","02/16/2017","08:00:00","751 COOPER ST SW",2,"Day","Thu",13,"AGG ASSAULT","Mechanicsville","V",-84.39711,33.73426
170471036,"02/16/2017","02/16/2017","06:15:00","540 HUMPHRIES ST SW",1,"Morn","Thu",NA,"AUTO THEFT","Mechanicsville","V",-84.40488,33.7399
170471050,"02/16/2017","02/15/2017","19:30:00","226 COURTLAND ST NE",1,"Morn","Thu",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.38429,33.76051
170471060,"02/16/2017","02/15/2017","19:00:00","3116 ROSWELL RD NW",1,"Morn","Thu",6,"LARCENY-NON VEHICLE","South Tuxedo Park","B",-84.37977,33.84075
170471075,"02/16/2017","02/15/2017","20:00:00","1032 VELTRE CIR SW",1,"Morn","Thu",18,"LARCENY-FROM VEHICLE","Audobon Forest West","I",-84.47831,33.72532
170471127,"02/16/2017","02/15/2017","11:00:00","2044 METROPOLITAN PKWY SW",1,"Unk","Wed",1,"LARCENY-FROM VEHICLE","Thomasville Heights","Z",-84.3501,33.6986
170471153,"02/16/2017","02/16/2017","08:30:00","3450 N CAMP CREEK PKWY SW",1,"Day","Thu",20,"AGG ASSAULT",NA,"P",-84.50224,33.67105
170471206,"02/16/2017","02/15/2017","21:30:00","2788 DEFOORS FERRY RD NW",1,"Morn","Thu",26,"LARCENY-NON VEHICLE",NA,"C",-84.44713,33.82114
170471292,"02/16/2017","02/15/2017","11:00:00","590 MORROW LN",1,"Unk","Wed",20,"LARCENY-FROM VEHICLE","Mays","H",-84.50222,33.74246
170471313,"02/16/2017","02/16/2017","03:00:00","1150 CRESCENT AVE NE",1,"Morn","Thu",3,"LARCENY-NON VEHICLE","Midtown","E",-84.38437,33.78601
170471315,"02/16/2017","02/15/2017","19:00:00","3539 NORTHSIDE PKWY NW @HOUSTONS",1,"Eve","Wed",18,"LARCENY-FROM VEHICLE","Randall Mill","A",-84.43035,33.85114
170471346,"02/16/2017","02/16/2017","04:00:00","1958 HOLLYWOOD RD NW",1,"Morn","Thu",NA,"LARCENY-NON VEHICLE","Riverside","D",-84.47235,33.80908
170471379,"02/16/2017","02/16/2017","10:15:00","145 FLAT SHOALS AVE SE",1,"Day","Thu",20,"BURGLARY-RESIDENCE","Reynoldstown","N",-84.35481,33.74982
170471400,"02/16/2017","02/16/2017","10:00:00","1057 PONCE DE LEON AVE NE",1,"Day","Thu",18,"LARCENY-FROM VEHICLE","Poncey-Highland","N",-84.35278,33.77374
170471440,"02/16/2017","01/12/2017","00:01:00","6000 N TERMINAL PKWY",1,"Morn","Thu",11,"LARCENY-NON VEHICLE",NA,NA,-84.44473,33.64086
170471513,"02/16/2017","01/11/2016","15:45:00","LUCILE AVE SW @APS KIPP STRIVE CHR",1,"Unk","Unk",13,"RAPE","Westview","T",0,0
170471602,"02/16/2017","02/16/2017","10:50:00","4499 E BROOKHAVEN RD",1,"Day","Thu",NA,"LARCENY-FROM VEHICLE","Brookhaven","B",-84.34846,33.87757
170471623,"02/16/2017","02/16/2017","12:53:00","1801 HOWELL MILL RD NW",1,"Day","Thu",24,"LARCENY-NON VEHICLE","Berkeley Park","D",-84.41278,33.80388
170471681,"02/16/2017","02/13/2017","11:00:00","396 PIEDMONT AVE NE",1,"Unk","Unk",26,"BURGLARY-NONRES","Downtown","M",-84.38216,33.76526
170471740,"02/16/2017","07/01/2016","00:00:00","VOLBERG ST NW",1,"Unk","Unk",20,"RAPE","Underwood Hills","D",0,0
170471785,"02/16/2017","02/16/2017","14:00:00","677 ANTONE ST NW",2,"Day","Thu",99,"AGG ASSAULT","Berkeley Park","D",-84.4102,33.79826
170471848,"02/16/2017","02/16/2017","14:20:00","3746 MAYS XING SW",1,"Day","Thu",20,"BURGLARY-RESIDENCE","Fairburn Mays","H",-84.51284,33.73391
170471897,"02/16/2017","02/16/2017","11:15:00","3145 PEACHTREE RD NE",1,"Day","Thu",24,"LARCENY-NON VEHICLE","Buckhead Village","B",-84.37738,33.84026
170471929,"02/16/2017","02/16/2017","15:17:00","2525 PIEDMONT RD NE @HOME DEPOT",1,"Eve","Thu",8,"LARCENY-NON VEHICLE","Lindbergh/Morosgo","B",-84.36521,33.824
170471932,"02/16/2017","02/14/2017","23:28:00","1754 RICHMOND CIR SE",1,"Morn","Tue",26,"BURGLARY-RESIDENCE","Lakewood Heights","Y",-84.3745,33.70698
170472160,"02/16/2017","02/16/2017","16:05:00","650 PONCE DE LEON AVE NE",1,"Eve","Thu",NA,"LARCENY-NON VEHICLE","Midtown","E",-84.36561,33.77469
170472219,"02/16/2017","02/16/2017","16:35:00","3330 PIEDMONT RD NE",1,"Eve","Thu",12,"LARCENY-NON VEHICLE","Buckhead Forest","B",-84.37462,33.84564
170472267,"02/16/2017","02/16/2017","16:59:00","2965 LARCHMONT CT NW",1,"Eve","Thu",13,"AUTO THEFT","Collier Heights","I",-84.48475,33.765
170472391,"02/16/2017","02/16/2017","08:30:00","270 FAIRBURN RD NW",1,"Day","Thu",20,"LARCENY-NON VEHICLE","Adamsville","H",-84.50315,33.76266
170472418,"02/16/2017","02/16/2017","17:30:00","850 OAK ST SW @WEST END MALL",1,"Eve","Thu",24,"LARCENY-NON VEHICLE","West End","T",-84.4168,33.74057
170472485,"02/16/2017","02/16/2017","08:00:00","986 BILLINGS AVE SE",1,"Day","Thu",20,"BURGLARY-RESIDENCE","Thomasville Heights","Z",-84.35726,33.69986
170472511,"02/16/2017","02/16/2017","17:00:00","842 LAKE AVE NE",1,"Eve","Thu",99,"LARCENY-FROM VEHICLE","Inman Park","N",-84.35986,33.76004
170472532,"02/16/2017","02/16/2017","08:30:00","85 MOUNT ZION RD SE",1,"Day","Thu",NA,"AUTO THEFT","Glenrose Heights","Z",-84.38678,33.67269
170472559,"02/16/2017","02/16/2017","16:45:00","288 OAKLAND AVE SE",1,"Eve","Thu",13,"LARCENY-FROM VEHICLE","Grant Park","W",-84.37476,33.74662
170472576,"02/16/2017","02/16/2017","16:00:00","600 PONCE DE LEON AVE NE",1,"Eve","Thu",NA,"LARCENY-FROM VEHICLE","Midtown","E",-84.36722,33.77376
170472688,"02/16/2017","02/16/2017","17:20:00","2020 BOLTON RD NW",1,"Eve","Thu",23,"LARCENY-NON VEHICLE","Riverside","D",-84.47594,33.81125
170472722,"02/16/2017","02/16/2017","19:00:00","2064 CAMPBELLTON RD SW",0,"Eve","Thu",NA,"LARCENY-NON VEHICLE","Campbellton Road","R",-84.45693,33.70653
170472742,"02/16/2017","02/16/2017","16:00:00","1142 PORTLAND AVE SE",2,"Eve","Thu",20,"BURGLARY-RESIDENCE","Ormewood Park","W",-84.35029,33.73964
170472841,"02/16/2017","02/16/2017","08:00:00","365 CLEVELAND AVE SE @SOUTHEAST ATLANTA",1,"Day","Thu",99,"LARCENY-NON VEHICLE","Rosedale Heights","Z",-84.37899,33.67953
170472912,"02/16/2017","02/16/2017","11:00:00","2909 CAMPBELLTON RD SW",1,"Eve","Thu",20,"BURGLARY-RESIDENCE","Southwest","R",-84.48265,33.69869
170472955,"02/16/2017","02/16/2017","20:30:00","1720 MARTIN L KING JR DR SW",1,"Eve","Thu",23,"LARCENY-NON VEHICLE","Mozley Park","K",-84.44341,33.75083
170472972,"02/16/2017","02/16/2017","20:40:00","1278 CAHABA DR SW",1,"Eve","Thu",20,"ROBBERY-RESIDENCE","Venetian Hills","S",-84.44807,33.71981
170472979,"02/16/2017","02/16/2017","18:55:00","2832 GLENWOOD AVE SE",1,"Eve","Thu",20,"LARCENY-NON VEHICLE","East Lake","O",-84.2949,33.73959
170472981,"02/16/2017","02/16/2017","19:11:00","279 ELMIRA PL NE",3,"Eve","Thu",13,"LARCENY-FROM VEHICLE","Candler Park","N",-84.34667,33.76188
170472998,"02/16/2017","02/16/2017","13:40:00","4052 SUNSET DR SW;",1,"Eve","Thu",20,"BURGLARY-RESIDENCE","Ben Hill Terrace","P",-84.5208,33.69806
170473000,"02/16/2017","02/16/2017","20:55:00","180 UNIVERSITY AVE SW",1,"Eve","Thu",23,"AUTO THEFT","Pittsburgh","V",-84.39375,33.72164
170473049,"02/16/2017","02/16/2017","19:30:00","1745 PEACHTREE ST NE",1,"Eve","Thu",18,"LARCENY-FROM VEHICLE","Brookwood Hills","E",-84.39187,33.8018
170473081,"02/16/2017","02/16/2017","08:30:00","1005HEMPHILL AVE NW",2,"Day","Thu",13,"LARCENY-FROM VEHICLE","Home Park","E",-84.40423,33.7816
170473117,"02/16/2017","02/16/2017","17:00:00","2414 MARIETTA BLVD NW",1,"Eve","Thu",18,"LARCENY-FROM VEHICLE","Bolton","D",-84.45646,33.82161
170473121,"02/16/2017","02/16/2017","21:30:00","3861 ROSWELL RD NE",3,"Eve","Thu",18,"LARCENY-FROM VEHICLE","North Buckhead","B",-84.37979,33.8596
170473135,"02/16/2017","02/16/2017","22:00:00","1600 PIEDMONT AVE NE",1,"Eve","Thu",21,"LARCENY-FROM VEHICLE","Piedmont Heights","F",-84.36838,33.79816
170473156,"02/16/2017","02/16/2017","22:26:00","3 JOSEPH E LOWERY BLVD SW",1,"Eve","Thu",13,"ROBBERY-PEDESTRIAN","Vine City","L",-84.41685,33.7548
170473167,"02/16/2017","02/16/2017","22:05:00","903 MYRTLE ST NE",1,"Eve","Thu",13,"ROBBERY-PEDESTRIAN","Midtown","E",-84.37952,33.7791
170473171,"02/16/2017","02/16/2017","19:00:00","250 AMAL DR SW",1,"Eve","Thu",99,"LARCENY-FROM VEHICLE","Betmar LaVilla","Y",-84.39604,33.70588
170473192,"02/16/2017","02/16/2017","21:20:00","1495 CHATTAHOOCHEE AVE",2,"Eve","Thu",18,"LARCENY-FROM VEHICLE","Underwood Hills","D",-84.43622,33.80887
170473203,"02/16/2017","02/16/2017","21:00:00","1425 JOSEPH E BOONE BLVD NW",1,"Eve","Thu",18,"AUTO THEFT","Grove Park","J",-84.43455,33.76385
170473241,"02/16/2017","02/16/2017","23:00:00","165 JESSE HILL JR DR SE",1,"Morn","Thu",99,"LARCENY-NON VEHICLE","Downtown","M",-84.38483,33.75018
170473292,"02/16/2017","02/16/2017","23:40:00","135 ANDREW YOUNG INTERNA BLVD NW",1,"Morn","Thu",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.39178,33.76002
170473319,"02/16/2017","02/16/2017","22:00:00","396 TANNER ST SE",2,"Eve","Thu",13,"LARCENY-FROM VEHICLE","Sweet Auburn","M",-84.3757,33.75374
170460143,"02/15/2017","02/14/2017","21:30:00","1740 DEFOOR PL NW",1,"Morn","Tue",18,"LARCENY-FROM VEHICLE","Underwood Hills","D",-84.42158,33.80272
170460268,"02/15/2017","02/15/2017","01:43:00","218 MAPLE ST NW",1,"Morn","Wed",13,"AGG ASSAULT","Vine City","L",-84.40547,33.76058
170460658,"02/15/2017","02/14/2017","21:00:00","1163 OAKCREST DR SW",1,"Morn","Wed",20,"LARCENY-FROM VEHICLE","Magnum Manor","I",-84.48984,33.72425
170460695,"02/15/2017","02/15/2017","06:24:00","825 ASHLAND AVE NE",2,"Morn","Wed",13,"LARCENY-FROM VEHICLE","Inman Park","N",-84.36082,33.75772
170460776,"02/15/2017","02/14/2017","22:00:00","1235 SHANTER TRL SW;",1,"Morn","Wed",20,"LARCENY-FROM VEHICLE","Horseshoe Community","I",-84.49991,33.72194
170460828,"02/15/2017","02/15/2017","07:53:00","232 FORSYTH ST SW @GREYHOUND BUS DEPOT",1,"Day","Wed",1,"AGG ASSAULT","Downtown","M",-84.39636,33.74852
170460832,"02/15/2017","02/14/2017","21:00:00","226 COURTLAND ST NE",1,"Morn","Wed",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.38429,33.76051
170460846,"02/15/2017","02/14/2017","21:00:00","1356 HEIGHTS PARK DR SE",1,"Morn","Wed",20,"AUTO THEFT","Custer/McDonough/Guice","W",-84.35087,33.71641
170460859,"02/15/2017","02/14/2017","23:00:00","212 HARWELL PL NW",1,"Morn","Wed",26,"ROBBERY-PEDESTRIAN","Collier Heights","I",-84.49242,33.78081
170460900,"02/15/2017","02/14/2017","23:00:00","204 MOURY AVE SW",1,"Morn","Wed",13,"LARCENY-FROM VEHICLE","The Villages at Carver","Y",-84.39291,33.71678
170460907,"02/15/2017","02/14/2016","22:00:00","345 MURRAY HILL AVE NE",1,"Unk","Unk",13,"AUTO THEFT","Kirkwood","O",-84.31636,33.7632
170460939,"02/15/2017","02/15/2017","08:30:00","556 NORTHSIDE DR SW",1,"Day","Wed",23,"LARCENY-FROM VEHICLE","Pittsburgh","V",-84.40778,33.74007
170460961,"02/15/2017","02/15/2017","08:30:00","1994 BENT CREEK WAY SW;",1,"Day","Wed",26,"AUTO THEFT","Campbellton Road","R",-84.46631,33.7011
170461002,"02/15/2017","02/15/2017","04:00:00","1049 JUNIPER ST NE",1,"Morn","Wed",3,"BURGLARY-NONRES","Midtown","E",-84.38196,33.78328
170461026,"02/15/2017","02/14/2017","15:00:00","1191 WINDSOR ST SW",1,"Unk","Wed",20,"BURGLARY-RESIDENCE","Pittsburgh","V",-84.3987,33.72242
170461042,"02/15/2017","02/15/2017","08:20:00","826 MARIETTA ST NW",1,"Day","Wed",18,"LARCENY-FROM VEHICLE","Marietta Street Artery","E",-84.4067,33.77477
170461065,"02/15/2017","02/15/2017","09:35:00","2630 MARTIN L KING JR DR SW",1,"Day","Wed",7,"ROBBERY-COMMERCIAL","Harland Terrace","I",-84.47405,33.75377
170461142,"02/15/2017","10/01/2016","09:00:00","1331 CAMPBELLTON RD SW",1,"Unk","Unk",20,"LARCENY-NON VEHICLE","Venetian Hills","S",-84.43185,33.71561
170461154,"02/15/2017","02/14/2017","20:00:00","1061 REGIS RD SE",1,"Morn","Wed",20,"LARCENY-FROM VEHICLE","Leila Valley","Z",-84.35312,33.69035
170461173,"02/15/2017","02/14/2017","20:00:00","1138 SAINT LOUIS PL NE",1,"Morn","Wed",13,"LARCENY-FROM VEHICLE","Atkins Park","F",-84.35011,33.77647
170461270,"02/15/2017","02/15/2017","11:00:00","586 SHANNON DR. SW",1,"Day","Wed",20,"AUTO THEFT","Capitol View Manor","X",-84.40683,33.71701
170461388,"02/15/2017","02/15/2017","11:40:00","1411 GLENWOOD AVE SE",1,"Day","Wed",20,"BURGLARY-RESIDENCE","East Atlanta","W",-84.34127,33.73991
170461554,"02/15/2017","02/15/2017","12:11:00","1380 ATLANTIC DR NW",1,"Day","Wed",13,"LARCENY-NON VEHICLE","Atlantic Station","E",-84.39779,33.79282
170461589,"02/15/2017","02/15/2017","13:17:00","630 SMITH ST SW",4,"Day","Wed",20,"BURGLARY-RESIDENCE","Mechanicsville","V",-84.40062,33.73776
170461609,"02/15/2017","02/15/2017","13:20:00","290 ANDERSON AVE NW",1,"Day","Wed",20,"AGG ASSAULT","Dixie Hills","J",-84.45142,33.76292
170461628,"02/15/2017","02/15/2017","08:00:00","3372 BOBOLINK CIR SW",1,"Day","Wed",20,"BURGLARY-RESIDENCE","West Manor","I",-84.4988,33.73587
170461679,"02/15/2017","02/15/2017","13:59:00","1991 DELOWE DR SW",1,"Day","Wed",26,"BURGLARY-RESIDENCE","Campbellton Road","R",-84.45746,33.70103
170461755,"02/15/2017","02/15/2017","11:00:00","400 MERRITTS AVE NE @CENTRAL PARK",1,"Day","Wed",31,"LARCENY-FROM VEHICLE","Old Fourth Ward","M",-84.37444,33.76901
170461760,"02/15/2017","02/15/2017","12:45:00","701 HAMILTON E HOLMES DR NW",1,"Day","Wed",18,"LARCENY-FROM VEHICLE","Center Hill","J",-84.47318,33.77434
170461813,"02/15/2017","02/15/2017","08:00:00","780 MAGNOLIA WAY NW",1,"Day","Wed",NA,"BURGLARY-RESIDENCE","Vine City","L",-84.41373,33.75804
170461869,"02/15/2017","02/15/2017","15:09:00","3500 PEACHTREE RD NE",1,"Eve","Wed",18,"LARCENY-FROM VEHICLE","North Buckhead","B",-84.36058,33.85248
170461878,"02/15/2017","01/17/2017","20:08:00","1522 HUBER ST NW",1,"Eve","Tue",NA,"AUTO THEFT","Blandtown","D",-84.42492,33.7965
170461880,"02/15/2017","02/15/2017","09:00:00","275 DECATUR ST SE",2,"Day","Wed",18,"LARCENY-FROM VEHICLE","Sweet Auburn","M",-84.38033,33.74936
170461881,"02/15/2017","02/15/2017","15:30:00","2452 MOROSGO WAY NE",1,"Eve","Wed",NA,"LARCENY-NON VEHICLE","Lindbergh/Morosgo","B",-84.36559,33.82295
170461898,"02/15/2017","02/15/2017","14:30:00","1085 LINDBERGH DR NE",1,"Day","Wed",19,"BURGLARY-NONRES","Lindridge/Martin Manor","F",-84.35253,33.81842
170461901,"02/15/2017","02/11/2017","08:00:00","2524 MARTIN L KING JR DR SW",1,"Unk","Unk",18,"LARCENY-FROM VEHICLE","Harland Terrace","I",-84.47033,33.75285
170462010,"02/15/2017","02/15/2017","15:00:00","21 THIRKELD AVE SW @APS CAMPBELL BLDG",3,"Eve","Wed",99,"LARCENY-FROM VEHICLE","South Atlanta","Y",-84.38861,33.71509
170462061,"02/15/2017","02/15/2017","07:30:00","594 WIMBLEDON RD NE",1,"Day","Wed",26,"BURGLARY-RESIDENCE","Piedmont Heights","F",-84.36741,33.80656
170462266,"02/15/2017","02/15/2017","17:33:00","850 OAT ST SW",1,"Unk","Unk",18,"LARCENY-FROM VEHICLE","West End","T",-84.41408,33.73824
170462295,"02/15/2017","02/15/2017","17:32:00","4472 CAMPBELLTON RD SW",1,"Eve","Wed",24,"LARCENY-FROM VEHICLE","Elmco Estates","P",-84.53464,33.69572
170462402,"02/15/2017","02/14/2017","19:00:00","1467 MONROE DR NE",1,"Morn","Wed",18,"LARCENY-FROM VEHICLE","Morningside/Lenox Park","F",-84.36621,33.7946
170462457,"02/15/2017","02/15/2017","17:00:00","50 ALABAMA ST SW",1,"Eve","Wed",1,"ROBBERY-PEDESTRIAN","Downtown","M",-84.38964,33.75194
170462459,"02/15/2017","02/15/2017","18:40:00","1801 HOWELL MILL RD NW",1,"Eve","Wed",7,"LARCENY-NON VEHICLE","Berkeley Park","D",-84.41278,33.80388
170462506,"02/15/2017","02/15/2017","19:00:00","2591 ETHERIDGE DR NW",4,"Eve","Wed",26,"AGG ASSAULT","Carey Park","G",-84.47292,33.7881
170462508,"02/15/2017","02/15/2017","18:00:00","3911 CAMPBELLTON RD SW",2,"Eve","Wed",35,"LARCENY-FROM VEHICLE","Kings Forest","P",-84.51602,33.69289
170462553,"02/15/2017","02/15/2017","09:00:00","92 GOLF CIR NE",1,"Day","Wed",20,"BURGLARY-RESIDENCE","Ansley Park","E",-84.37708,33.80212
170462582,"02/15/2017","02/15/2017","19:00:00","140 PINE ST NE",1,"Eve","Wed",14,"ROBBERY-PEDESTRIAN","Downtown","M",-84.38297,33.7678
170462601,"02/15/2017","02/15/2017","19:20:00","2448 CHESHIRE BRIDGE RD NE",1,"Eve","Wed",13,"AGG ASSAULT","Lindridge/Martin Manor","F",-84.35201,33.82169
170462611,"02/15/2017","02/15/2017","08:30:00","865 PENN AVE NE",1,"Day","Wed",20,"BURGLARY-RESIDENCE","Midtown","E",-84.37819,33.77829
170462653,"02/15/2017","02/15/2017","18:30:00","1983 HOWELL MILL RD NW",1,"Eve","Wed",18,"AUTO THEFT","Channing Valley","C",-84.41276,33.80884
170462657,"02/15/2017","02/15/2017","19:00:00","2095 METROPOLITAN PKWY SW",1,"Eve","Wed",23,"LARCENY-FROM VEHICLE","Sylvan Hills","X",-84.4084,33.69753
170462659,"02/15/2017","02/15/2017","20:07:00","906 RALPH D ABERNATHY BLVD SW",1,"Eve","Wed",24,"ROBBERY-COMMERCIAL","West End","T",-84.41735,33.73794
170462715,"02/15/2017","02/15/2017","20:00:00","1465 CHATTAHOOCHEE AVE NW",3,"Eve","Wed",18,"AUTO THEFT","Underwood Hills","D",-84.43494,33.80787
170462721,"02/15/2017","02/15/2017","18:00:00","60 ANDREW YOUNG INTERNA BLVD NE",1,"Eve","Wed",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.38522,33.75991
170462722,"02/15/2017","02/15/2017","12:00:00","119 PHARR RD NW",1,"Eve","Wed",18,"AUTO THEFT","Peachtree Heights West","B",-84.38533,33.8368
170462746,"02/15/2017","02/15/2017","20:55:00","232 FORSYTH ST SW",1,"Eve","Wed",1,"ROBBERY-PEDESTRIAN","Downtown","M",-84.39636,33.74852
170462756,"02/15/2017","02/15/2017","18:05:00","327 MEMORIAL DR SE",1,"Eve","Wed",13,"LARCENY-FROM VEHICLE","Grant Park","W",-84.37679,33.74656
170462760,"02/15/2017","02/15/2017","20:00:00","1801 HOWELL MILL RD NW",1,"Eve","Wed",99,"LARCENY-NON VEHICLE","Berkeley Park","D",-84.41278,33.80388
170462769,"02/15/2017","02/15/2017","16:00:00","3365 PIEDMONT RD NE",1,"Eve","Wed",18,"AUTO THEFT","North Buckhead","B",-84.37284,33.84687
170462816,"02/15/2017","02/15/2017","21:30:00","1801 HOWELL MILL RD NW",1,"Eve","Wed",8,"LARCENY-NON VEHICLE","Berkeley Park","D",-84.41278,33.80388
170462830,"02/15/2017","02/15/2017","17:15:00","201 MOURY AVE SW",1,"Eve","Wed",20,"LARCENY-FROM VEHICLE","The Villages at Carver","Y",-84.39276,33.71691
170462834,"02/15/2017","02/15/2017","21:30:00","835 MARTIN L KING JR DR NW",1,"Eve","Wed",24,"LARCENY-NON VEHICLE","Vine City","L",-84.41457,33.75504
170462837,"02/15/2017","02/15/2017","20:15:00","1465 CHATTAHOOCHEE AVE NW",1,"Eve","Wed",18,"AUTO THEFT","Underwood Hills","D",-84.43494,33.80787
170462838,"02/15/2017","02/15/2017","19:30:00","1201 COLLIER RD NW",1,"Eve","Wed",18,"LARCENY-FROM VEHICLE",NA,"C",-84.425,33.81162
170462869,"02/15/2017","02/15/2017","21:00:00","339 14TH ST NW",2,"Eve","Wed",18,"LARCENY-FROM VEHICLE","Home Park","E",-84.39817,33.78627
170462890,"02/15/2017","02/15/2017","21:45:00","1700 NORTHSIDE DR NW",2,"Eve","Wed",18,"LARCENY-FROM VEHICLE","Berkeley Park","D",-84.40869,33.80077
170462901,"02/15/2017","02/15/2017","21:00:00","MARTIN ST SE",1,"Eve","Wed",20,"RAPE","Summerhill","V",0,0
170462908,"02/15/2017","02/15/2017","20:45:00","1402 N HIGHLAND AVE NE",1,"Eve","Wed",18,"LARCENY-FROM VEHICLE","Morningside/Lenox Park","F",-84.35203,33.79285
170462944,"02/15/2017","02/15/2017","16:30:00","521 EDGEWOOD AVE NE",2,"Eve","Wed",13,"LARCENY-FROM VEHICLE","Old Fourth Ward","M",-84.37055,33.75397
170462956,"02/15/2017","02/15/2017","23:00:00","75 MARIETTA ST NW",2,"Morn","Wed",14,"ROBBERY-PEDESTRIAN","Downtown","M",-84.39146,33.75625
170462987,"02/15/2017","02/15/2017","23:00:00","1999 SANDCREEK DR SW",1,"Unk","Thu",1,"ROBBERY-PEDESTRIAN","Sandlewood Estates","P",-84.54591,33.70137
170442846,"02/14/2017","02/13/2017","20:45:00","645 SHELTON AVE SW",2,"Eve","Mon",18,"LARCENY-FROM VEHICLE","Adair Park","V",-84.40898,33.73495
170450211,"02/14/2017","02/13/2017","23:43:00","2841 GREENBRIAR PKWY SW @GREENBRIAR MALL",1,"Morn","Tue",18,"LARCENY-FROM VEHICLE","Greenbriar","R",-84.49773,33.68677
170450318,"02/14/2017","02/14/2017","02:10:00","1036 LINDBERGH DR NE",1,"Morn","Tue",35,"BURGLARY-NONRES","Lindridge/Martin Manor","F",-84.35356,33.81937
170450438,"02/14/2017","02/14/2017","04:05:00","2740 CAMPBELLTON RD SW;",1,"Morn","Tue",99,"BURGLARY-NONRES","Campbellton Road","R",-84.47804,33.70142
170450586,"02/14/2017","02/13/2017","18:00:00","712 SYMPHONY LN NW",1,"Morn","Mon",NA,"AUTO THEFT","Collier Heights","I",-84.48273,33.7742
170450595,"02/14/2017","02/14/2017","05:47:00","1644 WOODLAND AVE SE",1,"Morn","Tue",20,"AUTO THEFT","Custer/McDonough/Guice","W",-84.35228,33.70929
170450643,"02/14/2017","02/13/2017","22:30:00","259 RICHARDSON ST SW",1,"Morn","Tue",18,"AUTO THEFT","Mechanicsville","V",-84.39654,33.74083
170450650,"02/14/2017","02/13/2017","17:00:00","608 RALPH MCGILL BLVD NE",1,"Morn","Mon",NA,"BURGLARY-NONRES","Old Fourth Ward","M",-84.3672,33.76447
170450674,"02/14/2017","02/13/2017","20:00:00","1147 UNIVERSITY DR NE",1,"Morn","Tue",13,"LARCENY-FROM VEHICLE","Morningside/Lenox Park","F",-84.34974,33.79129
170450700,"02/14/2017","02/14/2017","04:00:00","957 BURNS DR SW",1,"Morn","Tue",20,"BURGLARY-RESIDENCE","Sylvan Hills","X",-84.4196,33.71214
170450726,"02/14/2017","02/14/2017","07:30:00","2184 BEECHER CIR SW",1,"Day","Tue",18,"AUTO THEFT","Beecher Hills","I",-84.46007,33.73371
170450749,"02/14/2017","02/13/2017","23:00:00","230 LOCUST ST NE",1,"Morn","Tue",20,"LARCENY-FROM VEHICLE","Kirkwood","O",-84.325,33.75924
170450760,"02/14/2017","02/14/2017","07:40:00","851 MCDANIEL ST SW",1,"Day","Tue",NA,"AGG ASSAULT","Pittsburgh","V",-84.40191,33.73171
170450858,"02/14/2017","02/13/2017","22:00:00","745 FOUNTAINHEAD LN NE",1,"Morn","Tue",26,"LARCENY-FROM VEHICLE","Lindbergh/Morosgo","B",-84.36408,33.81912
170451033,"02/14/2017","02/14/2017","09:30:00","238 CHICAMAUGA AVE SW",1,"Day","Tue",18,"AUTO THEFT","Mozley Park","K",-84.43181,33.7487
170451084,"02/14/2017","02/14/2017","02:00:00","1536 WESTWOOD AVE SW",1,"Morn","Tue",13,"LARCENY-FROM VEHICLE","Westview","T",-84.43818,33.73835
170451089,"02/14/2017","02/14/2017","09:20:00","840 CENTER HILL AVE NW",1,"Day","Tue",26,"ROBBERY-PEDESTRIAN","Center Hill","J",-84.46426,33.77796
170451107,"02/14/2017","02/14/2017","00:00:00","732 CASCADE AVE SW",1,"Morn","Tue",20,"LARCENY-NON VEHICLE","West End","T",-84.43623,33.73534
170451177,"02/14/2017","02/14/2017","01:00:00","201 MOURY AVE SW;",1,"Morn","Tue",20,"LARCENY-FROM VEHICLE","The Villages at Carver","Y",-84.39276,33.71691
